Scheme,Price,Date
Balanced Fund,0.7549,2009-03-11
Balanced Fund,0.7517,2009-03-12
Balanced Fund,0.7642,2009-03-13
Balanced Fund,0.7642,2009-03-14
Balanced Fund,0.7642,2009-03-15
Balanced Fund,0.7626,2009-03-16
Balanced Fund,0.7658,2009-03-17
Balanced Fund,0.774,2009-03-18
Balanced Fund,0.7811,2009-03-19
Balanced Fund,0.7705,2009-03-20
Balanced Fund,0.7705,2009-03-21
Balanced Fund,0.7705,2009-03-22
Balanced Fund,0.7813,2009-03-23
Balanced Fund,0.7843,2009-03-24
Balanced Fund,0.7776,2009-03-25
Balanced Fund,0.7766,2009-03-26
Balanced Fund,0.7826,2009-03-27
Balanced Fund,0.7826,2009-03-28
Balanced Fund,0.7826,2009-03-29
Balanced Fund,0.7661,2009-03-30
Balanced Fund,0.7705,2009-03-31
Balanced Fund,0.7731,2009-04-01
Balanced Fund,0.7877,2009-04-02
Balanced Fund,0.7877,2009-04-03
Balanced Fund,0.7877,2009-04-04
Balanced Fund,0.7877,2009-04-05
Balanced Fund,0.7901,2009-04-06
Balanced Fund,0.7907,2009-04-07
Balanced Fund,0.7771,2009-04-08
Balanced Fund,0.7947,2009-04-09
Balanced Fund,0.7947,2009-04-10
Balanced Fund,0.7947,2009-04-11
Balanced Fund,0.7947,2009-04-12
Balanced Fund,0.7947,2009-04-13
Balanced Fund,0.7998,2009-04-14
Balanced Fund,0.7952,2009-04-15
Balanced Fund,0.8054,2009-04-16
Balanced Fund,0.8136,2009-04-17
Balanced Fund,0.8136,2009-04-18
Balanced Fund,0.8136,2009-04-19
Balanced Fund,0.8048,2009-04-20
Balanced Fund,0.8016,2009-04-21
Balanced Fund,0.8078,2009-04-22
Balanced Fund,0.8076,2009-04-23
Balanced Fund,0.8078,2009-04-24
Balanced Fund,0.8078,2009-04-25
Balanced Fund,0.8078,2009-04-26
Balanced Fund,0.8126,2009-04-27
Balanced Fund,0.8099,2009-04-28
Balanced Fund,0.8116,2009-04-29
Balanced Fund,0.8241,2009-04-30
Balanced Fund,0.819,2009-05-01
Balanced Fund,0.819,2009-05-02
Balanced Fund,0.819,2009-05-03
Balanced Fund,0.8234,2009-05-04
Balanced Fund,0.8326,2009-05-05
Balanced Fund,0.8326,2009-05-06
Balanced Fund,0.8385,2009-05-07
Balanced Fund,0.8392,2009-05-08
Balanced Fund,0.8392,2009-05-09
Balanced Fund,0.8392,2009-05-10
Balanced Fund,0.837,2009-05-11
Balanced Fund,0.8295,2009-05-12
Balanced Fund,0.8292,2009-05-13
Balanced Fund,0.8182,2009-05-14
Balanced Fund,0.8228,2009-05-15
Balanced Fund,0.8228,2009-05-16
Balanced Fund,0.8228,2009-05-17
